Date;	P
1926-03-26;0.0
1926-03-27;0.0
1926-03-28;6.4
1926-03-29;0.0
1926-03-30;0.0
1926-03-31;0.0
1926-04-01;0.0
1926-04-02;0.0
1926-04-03;0.0
1926-04-04;0.0
1926-04-05;24.3
1926-04-06;0.0
1926-04-07;11.4
1926-04-08;6.2
1926-04-09;0.0
1926-04-10;0.0
1926-04-11;7.3
1926-04-12;32.4
1926-04-13;59.3
1926-04-14;19.4
1926-04-15;0.0
1926-04-16;0.0
1926-04-17;42.7
1926-04-18;34.7
1926-04-19;0.0
1926-04-20;0.0
1926-04-21;0.0
1926-04-22;0.0
1926-04-23;11.4
1926-04-24;0.0
1926-04-25;0.0
1926-04-26;0.0
1926-04-27;14.2
1926-04-28;37.3
1926-04-29;43.4
1926-04-30;27.3
1926-05-01;23.2
1926-05-02;0.0
1926-05-03;0.0
1926-05-04;25.3
1926-05-05;0.0
1926-05-06;0.0
1926-05-07;0.0
1926-05-08;0.0
1926-05-09;0.0
1926-05-10;37.2
1926-05-11;42.4
1926-05-12;9.3
1926-05-13;
1926-05-14;0.0
1926-05-15;0.0
1926-05-16;4.1
1926-05-17;0.0
1926-05-18;38.4
1926-05-19;17.2
1926-05-20;0.0
1926-05-21;0.0
1926-05-22;0.0
1926-05-23;0.0
1926-05-24;27.3
1926-05-25;34.5
1926-05-26;0.0
1926-05-27;0.0
1926-05-28;45.3
1926-05-29;36.2
1926-05-30;38.4
1926-05-31;0.0
1926-06-01;26.4
1926-06-02;33.5
1926-06-03;42.3
1926-06-04;37.4
1926-06-05;28.3
1926-06-06;0.0
1926-06-07;0.0
1926-06-08;29.4
1926-06-09;0.0
1926-06-10;34.3
1926-06-11;29.5
1926-06-12;44.3
1926-06-13;31.2
1926-06-14;0.0
1926-06-15;18.4
1926-06-16;55.3
1926-06-17;21.5
1926-06-18;0.0
1926-06-19;43.4
1926-06-20;14.5
1926-06-21;36.2
1926-06-22;0.0
1926-06-23;39.5
1926-06-24;35.4
1926-06-25;0.0
1926-06-26;0.0
1926-06-27;0.0
1926-06-28;0.0
1926-06-29;27.3
1926-06-30;16.4
1926-07-01;0.0
1926-07-02;19.3
1926-07-03;55.4
1926-07-04;53.5
1926-07-05;36.4
1926-07-06;29.3
1926-07-07;20.5
1926-07-08;0.0
1926-07-09;10.4
1926-07-10;0.0
1926-07-11;22.3
1926-07-12;0.0
1926-07-13;0.0
1926-07-14;12.3
1926-07-15;39.5
1926-07-16;47.2
1926-07-17;0.0
1926-07-18;0.0
1926-07-19;0.0
1926-07-20;23.4
1926-07-21;18.3
1926-07-22;0.0
1926-07-23;0.0
1926-07-24;0.0
1926-07-25;0.0
1926-07-26;0.0
1926-07-27;11.5
1926-07-28;23.4
1926-07-29;0.0
1926-07-30;0.0
1926-07-31;0.0
1926-08-01;54.3
1926-08-02;0.0
1926-08-03;36.4
1926-08-04;27.5
1926-08-05;0.0
1926-08-06;23.2
1926-08-07;48.3
1926-08-08;35.4
1926-08-09;37.5
1926-08-10;14.3
1926-08-11;26.5
1926-08-12;22.3
1926-08-13;53.4
1926-08-14;0.0
1926-08-15;19.4
1926-08-16;8.3
1926-08-17;0.0
1926-08-18;0.0
1926-08-19;38.4
1926-08-20;0.0
1926-08-21;0.0
1926-08-22;0.0
1926-08-23;0.0
1926-08-24;15.5
1926-08-25;0.0
1926-08-26;0.0
1926-08-27;0.0
1926-08-28;17.2
1926-08-29;16.5
1926-08-30;0.0
1926-08-31;0.0
1926-09-01;21.4
1926-09-02;28.3
1926-09-03;29.5
1926-09-04;0.0
1926-09-05;34.3
1926-09-06;84.2
1926-09-07;42.5
1926-09-08;27.4
1926-09-09;0.0
1926-09-10;0.0
1926-09-11;0.0
1926-09-12;15.3
1926-09-13;36.4
1926-09-14;0.0
1926-09-15;32.3
1926-09-16;0.0
1926-09-17;0.0
1926-09-18;0.0
1926-09-19;0.0
1926-09-20;37.5
1926-09-21;29.4
1926-09-22;0.0
1926-09-23;0.0
1926-09-24;0.0
1926-09-25;0.0
1926-09-26;35.3
1926-09-27;39.5
1926-09-28;28.4
1926-09-29;42.5
1926-09-30;27.3
1926-10-01;0.0
1926-10-02;26.4
1926-10-03;34.5
1926-10-04;23.4
1926-10-05;28.2
1926-10-06;23.5
1926-10-07;15.3
1926-10-08;36.4
1926-10-09;48.5
1926-10-10;0.0
1926-10-11;39.2
1926-10-12;34.3
1926-10-13;25.4
1926-10-14;0.0
1926-10-15;0.0
1926-10-16;0.0
1926-10-17;28.2
1926-10-18;14.5
1926-10-19;0.0
1926-10-20;0.0
1926-10-21;0.0
1926-10-22;0.0
1926-10-23;37.2
1926-10-24;19.3
1926-10-25;0.0
1926-10-26;24.3
1926-10-27;35.2
1926-10-28;0.0
1926-10-29;0.0
1926-10-30;14.5
1926-10-31;0.0
1926-11-01;0.0
1926-11-02;0.0
1926-11-03;0.0
1926-11-04;0.0
1926-11-05;0.0
1926-11-06;0.0
1926-11-07;15.2
1926-11-08;0.0
1926-11-09;27.4
1926-11-10;12.3
1926-11-11;21.5
1926-11-12;16.3
1926-11-13;0.0
1926-11-14;11.4
1926-11-15;0.0
1926-11-16;0.0
1926-11-17;0.0
1926-11-18;0.0
1926-11-19;0.0
1926-11-20;0.0
1926-11-21;
1926-11-22;
1926-11-23;0.0
1926-11-24;0.0
1926-11-25;0.0
1926-11-26;0.0
1926-11-27;0.0
1926-11-28;0.0
1926-11-29;11.2
1926-11-30;0.0
1926-12-01;0.0
1926-12-02;0.0
1926-12-03;0.0
1926-12-04;0.0
1926-12-05;0.0
1926-12-06;0.0
1926-12-07;0.0
1926-12-08;0.0
1926-12-09;0.0
1926-12-10;0.0
1926-12-11;0.0
1926-12-12;0.0
1926-12-13;0.0
1926-12-14;0.0
1926-12-15;0.0
1926-12-16;0.0
1926-12-17;0.0
1926-12-18;0.0
1926-12-19;0.0
1926-12-20;0.0
1926-12-21;0.0
1926-12-22;0.0
1926-12-23;0.0
1926-12-24;0.0
1926-12-25;0.0
1926-12-26;14.5
1926-12-27;0.0
1926-12-28;0.0
1926-12-29;0.0
1926-12-30;0.0
1926-12-31;0.0
1927-01-01;0.0
1927-01-02;0.0
1927-01-03;0.0
1927-01-04;0.0
1927-01-05;0.0
1927-01-06;0.0
1927-01-07;0.0
1927-01-08;0.0
1927-01-09;0.0
1927-01-10;0.0
1927-01-11;5.3
1927-01-12;10.4
1927-01-13;8.2
1927-01-14;0.0
1927-01-15;0.0
1927-01-16;0.0
1927-01-17;0.0
1927-01-18;0.0
1927-01-19;0.0
1927-01-20;0.0
1927-01-21;0.0
1927-01-22;0.0
1927-01-23;0.0
1927-01-24;0.0
1927-01-25;0.0
1927-01-26;0.0
1927-01-27;0.0
1927-01-28;0.0
1927-01-29;0.0
1927-01-30;0.0
1927-01-31;0.0
1927-02-01;0.0
1927-02-02;0.0
1927-02-03;0.0
1927-02-04;0.0
1927-02-05;0.0
1927-02-06;0.0
1927-02-07;17.3
1927-02-08;0.0
1927-02-09;0.0
1927-02-10;0.0
1927-02-11;0.0
1927-02-12;0.0
1927-02-13;0.0
1927-02-14;0.0
1927-02-15;0.0
1927-02-16;0.0
1927-02-17;0.0
1927-02-18;0.0
1927-02-19;0.0
1927-02-20;0.0
1927-02-21;0.0
1927-02-22;0.0
1927-02-23;0.0
1927-02-24;0.0
1927-02-25;0.0
1927-02-26;0.0
1927-02-27;0.0
1927-02-28;0.0
1927-03-01;0.0
1927-03-02;0.0
1927-03-03;0.0
1927-03-04;17.5
1927-03-05;0.0
1927-03-06;0.0
1927-03-07;0.0
1927-03-08;0.0
1927-03-09;0.0
1927-03-10;0.0
1927-03-11;0.0
1927-03-12;0.0
1927-03-13;0.0
1927-03-14;0.0
1927-03-15;14.3
1927-03-16;21.4
1927-03-17;0.0
1927-03-18;11.3
1927-03-19;44.5
1927-03-20;12.2
1927-03-21;10.3
1927-03-22;17.2
1927-03-23;11.4
1927-03-24;48.3
1927-03-25;9.4
1927-03-26;0.0
1927-03-27;0.0
1927-03-28;0.0
1927-03-29;23.5
1927-03-30;0.0
1927-03-31;0.0
1927-04-01;0.0
1927-04-02;0.0
1927-04-03;0.0
1927-04-04;0.0
1927-04-05;0.0
1927-04-06;0.0
1927-04-07;0.0
1927-04-08;0.0
1927-04-09;0.0
1927-04-10;0.0
1927-04-11;0.0
1927-04-12;8.3
1927-04-13;25.2
1927-04-14;27.5
1927-04-15;62.3
1927-04-16;41.4
1927-04-17;45.2
1927-04-18;0.0
1927-04-19;0.0
1927-04-20;0.0
1927-04-21;11.2
1927-04-22;0.0
1927-04-23;0.0
1927-04-24;0.0
1927-04-25;0.0
1927-04-26;0.0
1927-04-27;15.3
1927-04-28;0.0
1927-04-29;42.5
1927-04-30;0.0
1927-05-01;0.0
1927-05-02;12.3
1927-05-03;35.4
1927-05-04;0.0
1927-05-05;14.2
1927-05-06;19.3
1927-05-07;28.5
1927-05-08;14.3
1927-05-09;32.5
1927-05-10;16.2
1927-05-11;0.0
1927-05-12;0.0
1927-05-13;0.0
1927-05-14;0.0
1927-05-15;34.3
1927-05-16;43.2
1927-05-17;24.5
1927-05-18;0.0
1927-05-19;42.3
1927-05-20;0.0
1927-05-21;33.4
1927-05-22;0.0
1927-05-23;0.0
1927-05-24;0.0
1927-05-25;15.2
1927-05-26;0.0
1927-05-27;12.4
1927-05-28;11.3
1927-05-29;48.5
1927-05-30;23.3
1927-05-31;22.4
1927-06-01;17.3
1927-06-02;24.3
1927-06-03;16.4
1927-06-04;0.0
1927-06-05;12.3
1927-06-06;23.5
1927-06-07;14.2
1927-06-08;27.3
1927-06-09;0.0
1927-06-10;22.4
1927-06-11;0.0
1927-06-12;0.0
1927-06-13;0.0
1927-06-14;0.0
1927-06-15;0.0
1927-06-16;0.0
1927-06-17;0.0
1927-06-18;15.2
1927-06-19;37.5
1927-06-20;37.3
1927-06-21;0.0
1927-06-22;0.0
1927-06-23;0.0
1927-06-24;0.0
1927-06-25;0.0
1927-06-26;23.5
1927-06-27;34.2
1927-06-28;15.3
1927-06-29;26.4
1927-06-30;43.3
1927-07-01;0.0
1927-07-02;17.2
1927-07-03;32.5
1927-07-04;14.3
1927-07-05;0.0
1927-07-06;21.3
1927-07-07;19.4
1927-07-08;
1927-07-09;11.5
1927-07-10;23.2
1927-07-11;26.3
1927-07-12;0.0
1927-07-13;0.0
1927-07-14;0.0
1927-07-15;34.2
1927-07-16;0.0
1927-07-17;23.5
1927-07-18;0.0
1927-07-19;0.0
1927-07-20;0.0
1927-07-21;11.3
1927-07-22;34.2
1927-07-23;0.0
1927-07-24;0.0
1927-07-25;0.0
1927-07-26;0.0
1927-07-27;0.0
1927-07-28;19.5
1927-07-29;43.2
1927-07-30;10.4
1927-07-31;22.3
1927-08-01;15.4
1927-08-02;0.0
1927-08-03;27.5
1927-08-04;7.3
1927-08-05;0.0
1927-08-06;0.0
1927-08-07;11.2
1927-08-08;57.5
1927-08-09;35.4
1927-08-10;32.3
1927-08-11;26.5
1927-08-12;21.4
1927-08-13;16.4
1927-08-14;11.5
1927-08-15;0.0
1927-08-16;49.3
1927-08-17;26.2
1927-08-18;23.5
1927-08-19;49.3
1927-08-20;0.0
1927-08-21;0.0
1927-08-22;28.2
1927-08-23;47.3
1927-08-24;42.5
1927-08-25;0.0
1927-08-26;0.0
1927-08-27;15.4
1927-08-28;38.2
1927-08-29;7.4
1927-08-30;36.3
1927-08-31;44.5
1927-09-01;0.0
1927-09-02;0.0
1927-09-03;0.0
1927-09-04;0.0
1927-09-05;34.5
1927-09-06;47.3
1927-09-07;35.4
1927-09-08;49.3
1927-09-09;0.0
1927-09-10;38.4
1927-09-11;0.0
1927-09-12;0.0
1927-09-13;0.0
1927-09-14;27.3
1927-09-15;0.0
1927-09-16;35.4
1927-09-17;42.3
1927-09-18;37.5
1927-09-19;0.0
1927-09-20;25.3
1927-09-21;28.2
1927-09-22;46.4
1927-09-23;24.5
1927-09-24;27.3
1927-09-25;16.4
1927-09-26;22.3
1927-09-27;29.4
1927-09-28;32.3
1927-09-29;0.0
1927-09-30;0.0
1927-10-01;0.0
1927-10-02;0.0
1927-10-03;32.4
1927-10-04;11.5
1927-10-05;0.0
1927-10-06;22.3
1927-10-07;0.0
1927-10-08;60.9
1927-10-09;24.2
1927-10-10;11.4
1927-10-11;0.0
1927-10-12;49.5
1927-10-13;47.4
1927-10-14;36.3
1927-10-15;21.4
1927-10-16;0.0
1927-10-17;0.0
1927-10-18;0.0
1927-10-19;0.0
1927-10-20;0.0
1927-10-21;34.3
1927-10-22;26.5
1927-10-23;32.4
1927-10-24;21.3
1927-10-25;0.0
1927-10-26;16.5
1927-10-27;0.0
1927-10-28;27.3
1927-10-29;0.0
1927-10-30;17.4
1927-10-31;0.0
1927-11-01;0.0
1927-11-02;0.0
1927-11-03;0.0
1927-11-04;0.0
1927-11-05;0.0
1927-11-06;0.0
1927-11-07;0.0
1927-11-08;0.0
1927-11-09;0.0
1927-11-10;27.4
1927-11-11;22.3
1927-11-12;0.0
1927-11-13;0.0
1927-11-14;15.4
1927-11-15;40.5
1927-11-16;0.0
1927-11-17;0.0
1927-11-18;0.0
1927-11-19;32.4
1927-11-20;14.3
1927-11-21;16.2
1927-11-22;0.0
1927-11-23;0.0
1927-11-24;0.0
1927-11-25;43.4
1927-11-26;18.2
1927-11-27;0.0
1927-11-28;0.0
1927-11-29;0.0
1927-11-30;0.0
1927-12-01;0.0
1927-12-02;0.0
1927-12-03;0.0
1927-12-04;0.0
1927-12-05;0.0
1927-12-06;0.0
1927-12-07;0.0
1927-12-08;0.0
1927-12-09;0.0
1927-12-10;0.0
1927-12-11;0.0
1927-12-12;0.0
1927-12-13;23.4
1927-12-14;0.0
1927-12-15;0.0
1927-12-16;0.0
1927-12-17;0.0
1927-12-18;0.0
1927-12-19;0.0
1927-12-20;0.0
1927-12-21;0.0
1927-12-22;0.0
1927-12-23;0.0
1927-12-24;0.0
1927-12-25;0.0
1927-12-26;0.0
1927-12-27;0.0
1927-12-28;0.0
1927-12-29;0.0
1927-12-30;0.0
1927-12-31;0.0
1928-01-01;0.0
1928-01-02;0.0
1928-01-03;0.0
1928-01-04;0.0
1928-01-05;0.0
1928-01-06;0.0
1928-01-07;0.0
1928-01-08;0.0
1928-01-09;0.0
1928-01-10;0.0
1928-01-11;0.0
1928-01-12;0.0
1928-01-13;0.0
1928-01-14;0.0
1928-01-15;0.0
1928-01-16;0.0
1928-01-17;0.0
1928-01-18;0.0
1928-01-19;0.0
1928-01-20;0.0
1928-01-21;0.0
1928-01-22;0.0
1928-01-23;0.0
1928-01-24;0.0
1928-01-25;0.0
1928-01-26;0.0
1928-01-27;0.0
1928-01-28;0.0
1928-01-29;0.0
1928-01-30;0.0
1928-01-31;28.3
1928-02-01;0.0
1928-02-02;29.5
1928-02-03;23.2
1928-02-04;0.0
1928-02-05;0.0
1928-02-06;0.0
1928-02-07;0.0
1928-02-08;0.0
1928-02-09;0.0
1928-02-10;0.0
1928-02-11;0.0
1928-02-12;0.0
1928-02-13;0.0
1928-02-14;0.0
1928-02-15;0.0
1928-02-16;0.0
1928-02-17;0.0
1928-02-18;0.0
1928-02-19;0.0
1928-02-20;0.0
1928-02-21;0.0
1928-02-22;0.0
1928-02-23;0.0
1928-02-24;0.0
1928-02-25;0.0
1928-02-26;0.0
1928-02-27;0.0
1928-02-28;12.3
1928-02-29;11.5
1928-03-01;14.2
1928-03-02;23.3
1928-03-03;0.0
1928-03-04;7.2
1928-03-05;9.3
1928-03-06;0.0
1928-03-07;0.0
1928-03-08;23.4
1928-03-09;0.0
1928-03-10;25.4
1928-03-11;0.0
1928-03-12;0.0
1928-03-13;0.0
1928-03-14;24.2
1928-03-15;47.3
1928-03-16;0.0
1928-03-17;0.0
1928-03-18;0.0
1928-03-19;11.3
1928-03-20;16.4
1928-03-21;0.0
1928-03-22;29.2
1928-03-23;0.0
1928-03-24;0.0
1928-03-25;0.0
1928-03-26;0.0
1928-03-27;0.0
1928-03-28;9.3
1928-03-29;14.2
1928-03-30;0.0
1928-03-31;0.0
1928-04-01;0.0
1928-04-02;0.0
1928-04-03;21.4
1928-04-04;17.3
1928-04-05;0.0
1928-04-06;0.0
1928-04-07;0.0
1928-04-08;0.0
1928-04-09;0.0
1928-04-10;0.0
1928-04-11;0.0
1928-04-12;0.0
1928-04-13;0.0
1928-04-14;0.0
1928-04-15;0.0
1928-04-16;14.2
1928-04-17;0.0
1928-04-18;0.0
1928-04-19;0.0
1928-04-20;15.3
1928-04-21;19.2
1928-04-22;11.4
1928-04-23;0.0
1928-04-24;0.0
1928-04-25;16.3
1928-04-26;0.0
1928-04-27;0.0
1928-04-28;9.4
1928-04-29;47.2
1928-04-30;0.0
1928-05-01;15.3
1928-05-02;18.4
1928-05-03;25.2
1928-05-04;48.5
1928-05-05;0.0
1928-05-06;0.0
1928-05-07;0.0
1928-05-08;27.4
1928-05-09;66.3
1928-05-10;0.0
1928-05-11;45.4
1928-05-12;0.0
1928-05-13;42.5
1928-05-14;56.4
1928-05-15;72.5
1928-05-16;47.3
1928-05-17;35.4
1928-05-18;48.3
1928-05-19;35.4
1928-05-20;42.5
1928-05-21;26.4
1928-05-22;0.0
1928-05-23;0.0
1928-05-24;0.0
1928-05-25;0.0
1928-05-26;0.0
1928-05-27;0.0
1928-05-28;37.5
1928-05-29;0.0
1928-05-30;18.2
1928-05-31;14.3
1928-06-01;21.4
1928-06-02;0.0
1928-06-03;0.0
1928-06-04;0.0
1928-06-05;0.0
1928-06-06;0.0
1928-06-07;0.0
1928-06-08;0.0
1928-06-09;0.0
1928-06-10;7.3
1928-06-11;0.0
1928-06-12;0.0
1928-06-13;0.0
1928-06-14;15.4
1928-06-15;29.5
1928-06-16;0.0
1928-06-17;0.0
1928-06-18;0.0
1928-06-19;42.3
1928-06-20;45.4
1928-06-21;62.3
1928-06-22;28.4
1928-06-23;0.0
1928-06-24;26.2
1928-06-25;0.0
1928-06-26;0.0
1928-06-27;35.3
1928-06-28;11.4
1928-06-29;0.0
1928-06-30;0.0
1928-07-01;46.4
1928-07-02;0.0
1928-07-03;35.3
1928-07-04;0.0
1928-07-05;0.0
1928-07-06;23.4
1928-07-07;16.3
1928-07-08;21.5
1928-07-09;17.3
1928-07-10;0.0
1928-07-11;0.0
1928-07-12;37.4
1928-07-13;0.0
1928-07-14;42.3
1928-07-15;0.0
1928-07-16;0.0
1928-07-17;0.0
1928-07-18;0.0
1928-07-19;16.2
1928-07-20;0.0
1928-07-21;0.0
1928-07-22;11.3
1928-07-23;0.0
1928-07-24;15.4
1928-07-25;0.0
1928-07-26;4.2
1928-07-27;0.0
1928-07-28;0.0
1928-07-29;35.4
1928-07-30;38.5
1928-07-31;43.3
1928-08-01;0.0
1928-08-02;34.5
1928-08-03;0.0
1928-08-04;23.4
1928-08-05;0.0
1928-08-06;0.0
1928-08-07;4.3
1928-08-08;0.0
1928-08-09;43.5
1928-08-10;44.3
1928-08-11;0.0
1928-08-12;0.0
1928-08-13;0.0
1928-08-14;22.5
1928-08-15;47.2
1928-08-16;29.4
1928-08-17;26.5
1928-08-18;0.0
1928-08-19;17.3
1928-08-20;0.0
1928-08-21;18.4
1928-08-22;45.5
1928-08-23;35.3
1928-08-24;47.5
1928-08-25;54.3
1928-08-26;0.0
1928-08-27;32.5
1928-08-28;17.4
1928-08-29;75.3
1928-08-30;22.4
1928-08-31;49.2
1928-09-01;0.0
1928-09-02;34.5
1928-09-03;32.4
1928-09-04;37.2
1928-09-05;0.0
1928-09-06;39.3
1928-09-07;23.4
1928-09-08;17.5
1928-09-09;0.0
1928-09-10;0.0
1928-09-11;63.4
1928-09-12;0.0
1928-09-13;0.0
1928-09-14;27.2
1928-09-15;0.0
1928-09-16;0.0
1928-09-17;32.3
1928-09-18;0.0
1928-09-19;24.1
1928-09-20;0.0
1928-09-21;0.0
1928-09-22;37.3
1928-09-23;29.4
1928-09-24;26.3
1928-09-25;59.4
1928-09-26;0.0
1928-09-27;0.0
1928-09-28;35.2
1928-09-29;0.0
1928-09-30;72.5
1928-10-01;38.3
1928-10-02;26.4
1928-10-03;0.0
1928-10-04;65.3
1928-10-05;47.5
1928-10-06;15.2
1928-10-07;22.4
1928-10-08;34.5
1928-10-09;47.3
1928-10-10;35.2
1928-10-11;38.5
1928-10-12;0.0
1928-10-13;0.0
1928-10-14;0.0
1928-10-15;18.4
1928-10-16;0.0
1928-10-17;0.0
1928-10-18;0.0
1928-10-19;0.0
1928-10-20;25.3
1928-10-21;0.0
1928-10-22;0.0
1928-10-23;7.4
1928-10-24;68.3
1928-10-25;69.4
1928-10-26;46.5
1928-10-27;0.0
1928-10-28;0.0
1928-10-29;23.4
1928-10-30;75.3
1928-10-31;22.4
1928-11-01;45.3
1928-11-02;17.5
1928-11-03;47.8
1928-11-04;0.0
1928-11-05;36.5
1928-11-06;45.3
1928-11-07;0.0
1928-11-08;0.0
1928-11-09;0.0
1928-11-10;0.0
1928-11-11;39.2
1928-11-12;0.0
1928-11-13;0.0
1928-11-14;0.0
1928-11-15;22.3
1928-11-16;0.0
1928-11-17;0.0
1928-11-18;0.0
1928-11-19;0.0
1928-11-20;0.0
1928-11-21;52.4
1928-11-22;0.0
1928-11-23;0.0
1928-11-24;0.0
1928-11-25;0.0
1928-11-26;0.0
1928-11-27;11.2
1928-11-28;0.0
1928-11-29;0.0
1928-11-30;0.0
1928-12-01;27.2
1928-12-02;0.0
1928-12-03;0.0
1928-12-04;0.0
1928-12-05;0.0
1928-12-06;0.0
1928-12-07;0.0
1928-12-08;0.0
1928-12-09;16.3
1928-12-10;12.4
1928-12-11;0.0
1928-12-12;39.4
1928-12-13;0.0
1928-12-14;0.0
1928-12-15;0.0
1928-12-16;0.0
1928-12-17;0.0
1928-12-18;0.0
1928-12-19;0.0
1928-12-20;0.0
1928-12-21;0.0
1928-12-22;0.0
1928-12-23;0.0
1928-12-24;7.3
1928-12-25;0.0
1928-12-26;0.0
1928-12-27;0.0
1928-12-28;15.2
1928-12-29;25.3
1928-12-30;0.0
1928-12-31;0.0
1929-01-01;0.0
1929-01-02;0.0
1929-01-03;0.0
1929-01-04;0.0
1929-01-05;0.0
1929-01-06;0.0
1929-01-07;0.0
1929-01-08;0.0
1929-01-09;0.0
1929-01-10;0.0
1929-01-11;0.0
1929-01-12;0.0
1929-01-13;0.0
1929-01-14;0.0
1929-01-15;0.0
1929-01-16;0.0
1929-01-17;0.0
1929-01-18;0.0
1929-01-19;0.0
1929-01-20;0.0
1929-01-21;0.0
1929-01-22;0.0
1929-01-23;0.0
1929-01-24;0.0
1929-01-25;0.0
1929-01-26;0.0
1929-01-27;0.0
1929-01-28;0.0
1929-01-29;0.0
1929-01-30;0.0
1929-01-31;
1929-02-01;0.0
1929-02-02;2.0
1929-02-03;2.2
1929-02-04;5.1
1929-02-05;0.0
1929-02-06;0.0
1929-02-07;11.2
1929-02-08;0.0
1929-02-09;0.0
1929-02-10;0.0
1929-02-11;0.0
1929-02-12;0.0
1929-02-13;0.0
1929-02-14;0.0
1929-02-15;0.0
1929-02-16;0.0
1929-02-17;0.0
1929-02-18;0.0
1929-02-19;0.0
1929-02-20;0.0
1929-02-21;0.0
1929-02-22;0.0
1929-02-23;0.0
1929-02-24;0.0
1929-02-25;0.0
1929-02-26;0.0
1929-02-27;0.0
1929-02-28;0.0
1929-03-01;
1929-03-02;
1929-03-03;
1929-03-04;
1929-03-05;
1929-03-06;
1929-03-07;
1929-03-08;
1929-03-09;
1929-03-10;
1929-03-11;
1929-03-12;
1929-03-13;
1929-03-14;
1929-03-15;
1929-03-16;
1929-03-17;
1929-03-18;
1929-03-19;
1929-03-20;
1929-03-21;
1929-03-22;
1929-03-23;
1929-03-24;
1929-03-25;
1929-03-26;
1929-03-27;
1929-03-28;
1929-03-29;
1929-03-30;
1929-03-31;
1929-04-01;
1929-04-02;
1929-04-03;
1929-04-04;
1929-04-05;
1929-04-06;
1929-04-07;
1929-04-08;
1929-04-09;
1929-04-10;
1929-04-11;
1929-04-12;
1929-04-13;
1929-04-14;
1929-04-15;
1929-04-16;
1929-04-17;
1929-04-18;
1929-04-19;
1929-04-20;
1929-04-21;
1929-04-22;
1929-04-23;
1929-04-24;
1929-04-25;
1929-04-26;
1929-04-27;
1929-04-28;
1929-04-29;
1929-04-30;
1929-05-01;
1929-05-02;
1929-05-03;
1929-05-04;
1929-05-05;
1929-05-06;
1929-05-07;
1929-05-08;
1929-05-09;
1929-05-10;
1929-05-11;
1929-05-12;
1929-05-13;
1929-05-14;
1929-05-15;
1929-05-16;
1929-05-17;
1929-05-18;
1929-05-19;
1929-05-20;
1929-05-21;
1929-05-22;
1929-05-23;
1929-05-24;
1929-05-25;
1929-05-26;
1929-05-27;
1929-05-28;
1929-05-29;
1929-05-30;
1929-05-31;
1929-06-01;
1929-06-02;
1929-06-03;
1929-06-04;
1929-06-05;
1929-06-06;
1929-06-07;
1929-06-08;
1929-06-09;
1929-06-10;
1929-06-11;
1929-06-12;
1929-06-13;
1929-06-14;
1929-06-15;
1929-06-16;
1929-06-17;
1929-06-18;
1929-06-19;
1929-06-20;
1929-06-21;
1929-06-22;
1929-06-23;
1929-06-24;
1929-06-25;
1929-06-26;
1929-06-27;
1929-06-28;
1929-06-29;
1929-06-30;
1929-07-01;
1929-07-02;
1929-07-03;
1929-07-04;
1929-07-05;
1929-07-06;
1929-07-07;
1929-07-08;
1929-07-09;
1929-07-10;
1929-07-11;
1929-07-12;
1929-07-13;
1929-07-14;
1929-07-15;
1929-07-16;
1929-07-17;
1929-07-18;
1929-07-19;
1929-07-20;
1929-07-21;
1929-07-22;
1929-07-23;
1929-07-24;
1929-07-25;
1929-07-26;
1929-07-27;
1929-07-28;
1929-07-29;
1929-07-30;
1929-07-31;
1929-08-01;0.0
1929-08-02;25.4
1929-08-03;15.2
1929-08-04;36.3
1929-08-05;0.0
1929-08-06;43.5
1929-08-07;11.3
1929-08-08;27.4
1929-08-09;0.0
1929-08-10;45.3
1929-08-11;0.0
1929-08-12;0.0
1929-08-13;27.3
1929-08-14;12.4
1929-08-15;14.7
1929-08-16;0.0
1929-08-17;21.5
1929-08-18;26.2
1929-08-19;0.0
1929-08-20;0.0
1929-08-21;0.0
1929-08-22;78.4
1929-08-23;0.0
1929-08-24;34.5
1929-08-25;18.2
1929-08-26;0.0
1929-08-27;23.3
1929-08-28;16.4
1929-08-29;17.3
1929-08-30;45.4
1929-08-31;23.5
1929-09-01;15.2
1929-09-02;0.0
1929-09-03;0.0
1929-09-04;0.0
1929-09-05;44.3
1929-09-06;47.2
1929-09-07;0.0
1929-09-08;12.4
1929-09-09;23.5
1929-09-10;0.0
1929-09-11;0.0
1929-09-12;0.0
1929-09-13;0.0
1929-09-14;22.4
1929-09-15;35.3
1929-09-16;11.5
1929-09-17;10.3
1929-09-18;14.2
1929-09-19;21.4
1929-09-20;29.2
1929-09-21;12.4
1929-09-22;0.0
1929-09-23;0.0
1929-09-24;23.5
1929-09-25;0.0
1929-09-26;15.3
1929-09-27;20.4
1929-09-28;17.5
1929-09-29;25.3
1929-09-30;16.4
1929-10-01;27.3
1929-10-02;23.4
1929-10-03;45.3
1929-10-04;0.0
1929-10-05;12.2
1929-10-06;28.3
1929-10-07;14.3
1929-10-08;0.0
1929-10-09;10.4
1929-10-10;12.3
1929-10-11;15.2
1929-10-12;0.0
1929-10-13;0.0
1929-10-14;0.0
1929-10-15;0.0
1929-10-16;25.3
1929-10-17;0.0
1929-10-18;0.0
1929-10-19;0.0
1929-10-20;0.0
1929-10-21;0.0
1929-10-22;26.4
1929-10-23;16.5
1929-10-24;37.3
1929-10-25;0.0
1929-10-26;29.4
1929-10-27;32.4
1929-10-28;0.0
1929-10-29;28.2
1929-10-30;0.0
